"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",,
"PID","Invesco International Dividend Achievers ETF","15.35","$707.64M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pid",,
"KBWB","Invesco KBW Bank ETF","49.91","$663.8M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kbwb",,
"KBWD","Invesco KBW High Dividend Yield Financial ETF","22.15","$302.35M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kbwd",,
"KBWY","Invesco KBW Premium Yield Equity REIT ETF","32.34","$370.29M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kbwy",,
"KBWP","Invesco KBW Property & Casualty Insurance ETF","60.9341","$60.93M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kbwp",,
"KBWR","Invesco KBW Regional Banking ETF","52.09","$96.37M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kbwr",,
"LDRI","Invesco LadderRite 0-5 Year Corporate Bond ETF","24.84","$12.42M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ldri",,
"LALT","Invesco Multi-Strategy Alternative ETF","21.7125","$6.51M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/lalt",,
"PNQI","Invesco Nasdaq Internet ETF","126.83","$558.05M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pnqi",,
"PDBC","Invesco Optimum Yield Diversified Commodity Strategy No K-1 ET","16.03","$1.83B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pdbc",,
"QQQ","Invesco QQQ Trust, Series 1","168.4","$64.6B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qqq",
"USLB","Invesco Russell 1000 Low Beta Equal Weight ETF","31.1365","$180.59M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/uslb",,
"PSCD","Invesco S&P SmallCap Consumer Discretionary ETF","60.2644","$78.34M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pscd",,
"PSCC","Invesco S&P SmallCap Consumer Staples ETF","76.04","$68.44M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pscc",,
"PSCE","Invesco S&P SmallCap Energy ETF","9.94","$27.34M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psce",,
"PSCF","Invesco S&P SmallCap Financials ETF","54.06","$154.07M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pscf",,
"PSCH","Invesco S&P SmallCap Health Care ETF","118.61","$800.62M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psch",,
"PSCI","Invesco S&P SmallCap Industrials ETF","62.96","$69.26M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psci",,
"PSCT","Invesco S&P SmallCap Information Technology ETF","78.82","$331.04M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psct",,
"PSCM","Invesco S&P SmallCap Materials ETF","46.2303","$20.8M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pscm",,
"PSCU","Invesco S&P SmallCap Utilities & Communication Services ETF","52.1421","$59.96M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pscu",,
"ISDX","Invesco Strategic Developed ex-US ETF","23.43","$2.34M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/isdx",,
"ISDS","Invesco Strategic Developed ex-US Small Company ETF","22.55","$2.26M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/isds",,
"ISEM","Invesco Strategic Emerging Markets ETF","25.666","$2.57M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/isem",,
"IUS","Invesco Strategic US ETF","23.4535","$2.35M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ius",,
"IUSS","Invesco Strategic US Small Company ETF","21.88","$2.19M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/iuss",,
"VRIG","Invesco Variable Rate Investment Grade ETF","24.82","$415.74M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vrig",,
"PHO","Invesco Water Resources ETF","31.79","$831.31M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pho",,
"ISTR","Investar Holding Corporation","23.66","$224.4M","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/istr",,
"ISBC","Investors Bancorp, Inc.","12.79","$3.66B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/isbc",
"ITIC","Investors Title Company","164.2","$309.78M","n/a","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/itic",,
"NVIV","InVivo Therapeutics Holdings Corp.","1.46","$13.59M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nviv",,
"IONS","Ionis Pharmaceuticals, Inc.","59.1","$8.13B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ions",
"IOVA","Iovance Biotherapeutics, Inc.","9.59","$1.18B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/iova",
"IPAS","iPass Inc.","3.29","$26.18M","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/ipas",,
"IPGP","IPG Photonics Corporation","137.25","$7.33B","2006","Technology","Semiconductors","https://www.nasdaq.com/symbol/ipgp",,
"IPIC","iPic Entertainment Inc.","5.65","$64.62M","2018","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/ipic",,
"CLRG","IQ Chaikin U.S. Large Cap ETF","23.6","$291.46M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/clrg",,
"CSML","IQ Chaikin U.S. Small Cap ETF","25.3399","$386.43M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/csml",,
"IQ","iQIYI, Inc.","20.83","$105.52B","2018","Consumer Services","Consumer Electronics/Video Chains","https://www.nasdaq.com/symbol/iq",
"IRMD","iRadimed Corporation","27.57","$301.46M","2014","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/irmd",,
"IRTC","iRhythm Technologies, Inc.","83.19","$2.01B","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/irtc",
"IRIX","IRIDEX Corporation","4.6","$62.53M","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/irix",,
"IRDM","Iridium Communications Inc","19.65","$2.19B","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/irdm",,
"IRDMB","Iridium Communications Inc","653.95","$326.98M","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/irdmb",,
"IRBT","iRobot Corporation","106.25","$2.94B","2005","Consumer Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/irbt",,
"IRWD","Ironwood Pharmaceuticals, Inc.","13.55","$2.09B","2010","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/irwd",
"IRCP","IRSA Propiedades Comerciales S.A.","22.6898","$714.81M","n/a","Consumer Services","Building operators","https://www.nasdaq.com/symbol/ircp",,
"SLQD","iShares 0-5 Year Investment Grade Corporate Bond ETF","49.99","$1.49B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/slqd",,
"ISHG","iShares 1-3 Year International Treasury Bond ETF","78.9","$74.96M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ishg",,
"SHY","iShares 1-3 Year Treasury Bond ETF","83.68","$19.35B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/shy",,
"TLT","iShares 20+ Year Treasury Bond ETF","121.87","$10.85B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tlt",,
"IEI","iShares 3-7 Year Treasury Bond ETF","121.64","$7.63B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/iei",,
"IEF","iShares 7-10 Year Treasury Bond ETF","104.45","$11.69B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ief",,
"AIA","iShares Asia 50 ETF","59.78","$1.06B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/aia",,
"USIG","iShares Broad USD Investment Grade Corporate Bond ETF","53.99","$2.63B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/usig",,
"COMT","iShares Commodities Select Strategy ETF","32.06","$375.1M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/comt",,
"ISTB","iShares Core 1-5 Year USD Bond ETF","49.41","$2.3B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/istb",,
"IXUS","iShares Core MSCI Total International Stock ETF","55.73","$13.12B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ixus",,
"IUSG","iShares Core S&P U.S. Growth ETF","57.06","$5.47B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/iusg",,
"IUSV","iShares Core S&P U.S. Value ETF","53.44","$4.94B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/iusv",,
"IUSB","iShares Core Total USD Bond Market ETF","49.78","$2.87B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/iusb",,
"HEWG","iShares Currency Hedged MSCI Germany ETF","24.8","$194.68M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hewg",,
"SUSB","iShares ESG 1-5 Year USD Corporate Bond ETF","24.68","$64.17M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/susb",,
"ESGD","iShares ESG MSCI EAFE ETF","60.3","$603M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/esgd",,
"ESGE","iShares ESG MSCI EM ETF","33.44","$481.54M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/esge",,
"ESGU","iShares ESG MSCI USA ETF","59.5","$151.73M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/esgu",,
"SUSC","iShares ESG USD Corporate Bond ETF","24.3933","$21.95M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/susc",,
"XT","iShares Exponential Technologies ETF","36.06","$2.28B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/xt",,
"FALN","iShares Fallen Angels USD Bond ETF","25.7","$64.25M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/faln",,
"IFEU","iShares FTSE EPRA/NAREIT Europe Index Fund","37.2015","$31.62M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ifeu",,
"IFGL","iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund","29.3","$503.96M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ifgl",,
"BGRN","iShares Global Green Bond ETF","51.54","$25.77M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bgrn",,
"IGF","iShares Global Infrastructure ETF","42.5","$2.65B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/igf",,
"GNMA","iShares GNMA Bond ETF","48.9135","$110.06M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/gnma",,
"HYXE","iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF","50.0932","$10.02M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hyxe",,
"IGIB","iShares Intermediate-Term Corporate Bond ETF","53.79","$5.49B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/igib",,
"IGOV","iShares International Treasury Bond ETF","48.39","$904.89M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/igov",,
"EMB","iShares J.P. Morgan USD Emerging Markets Bond ETF","107.45","$17.36B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/emb",,
"MBB","iShares MBS ETF","105.12","$14.3B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mbb",,
"JKI","iShares Morningstar Mid-Cap ETF","153.61","$453.15M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/jki",,
"ACWX","iShares MSCI ACWI ex US Index Fund","44.47","$3.75B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/acwx",,
"ACWI","iShares MSCI ACWI Index Fund","68.94","$10.33B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/acwi",,
"AAXJ","iShares MSCI All Country Asia ex Japan Index Fund","68.19","$4.5B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/aaxj",,
"EWZS","iShares MSCI Brazil Small-Cap ETF","15.84","$91.08M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ewzs",,
"MCHI","iShares MSCI China ETF","58.95","$4.24B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mchi",,
"SCZ","iShares MSCI EAFE Small-Cap ETF","54.91","$9.1B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/scz",,
"EEMA","iShares MSCI Emerging Markets Asia ETF","65.16","$472.41M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/eema",,
"EMXC","iShares MSCI Emerging Markets ex China ETF","48.3606","$14.51M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/emxc",,
"EUFN","iShares MSCI Europe Financials Sector Index Fund","17.71","$675.64M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/eufn",,
"IEUS","iShares MSCI Europe Small-Cap ETF","48.0343","$148.91M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ieus",,
"RING","iShares MSCI Global Gold Miners ETF","17.42","$202.94M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ring",,
"SDG","iShares MSCI Global Impact ETF","56.448","$45.16M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sdg",,
"ENZL","iShares MSCI New Zealand ETF","48.68","$146.04M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/enzl",,
"QAT","iShares MSCI Qatar ETF","18.571","$55.71M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qat",,
"TUR","iShares MSCI Turkey ETF","28.32","$586.22M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tur",,
"UAE","iShares MSCI UAE ETF","13.84","$46.36M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/uae",,
"IBB","iShares Nasdaq Biotechnology Index Fund","108.34","$8.03B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ibb",,
"SOXX","iShares PHLX SOX Semiconductor Sector Index Fund","177.82","$1.16B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/soxx",,
"PFF","iShares Preferred and Income Securities ETF","35.66","$13.99B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pff",,
"AMCA","iShares Russell 1000 Pure U.S. Revenue ETF","26.96","$10.78M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/amca",,
"EMIF","iShares S&P Emerging Markets Infrastructure Index Fund","29.535","$29.54M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/emif",,
"ICLN","iShares S&P Global Clean Energy Index Fund","9.46","$191.09M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/icln",,
"WOOD","iShares S&P Global Timber & Forestry Index Fund","63.78","$309.97M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/wood",,
"INDY","iShares S&P India Nifty 50 Index Fund","34.59","$755.79M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/indy",,
"IJT","iShares S&P Small-Cap 600 Growth ETF","178.12","$5.6B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ijt",,
"DVY","iShares Select Dividend ETF","95.64","$16.74B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dvy",,
"SHV","iShares Short Treasury Bond ETF","110.42","$20.88B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/shv",,
"IGSB","iShares Short-Term Corporate Bond ETF","52.17","$10.34B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/igsb",,
"ISRL","Isramco, Inc.","114.5","$311.17M","1983","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/isrl",
"ITI","Iteris, Inc.","4.38","$146.09M","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/iti",
"ITRM","Iterum Therapeutics plc","6.11","$86.51M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/itrm",,
"ITRI","Itron, Inc.","57.76","$2.28B","1993","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/itri",
"ITRN","Ituran Location and Control Ltd.","33.43","$700.98M","2005","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/itrn",,
"IVENC","Ivy NextShares","100.02","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ivenc",,
"IVFGC","Ivy NextShares","100.02","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ivfgc",,
"IVFVC","Ivy NextShares","100.02","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ivfvc",,
"IZEA","IZEA Worldwide, Inc.","1.62","$19.56M","n/a","Consumer Services","Advertising","https://www.nasdaq.com/symbol/izea",
"JJSF","J & J Snack Foods Corp.","159.74","$3B","1986","Consumer Non-Durables","Specialty Foods","https://www.nasdaq.com/symbol/jjsf",,
"MAYS","J. W. Mays, Inc.","39.501","$79.63M","n/a","Consumer Services","Building operators","https://www.nasdaq.com/symbol/mays",
"JBHT","J.B. Hunt Transport Services, Inc.","109.63","$11.92B","n/a","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/jbht",
"JCOM","j2 Global, Inc.","73.9","$3.64B","1999","Technology","Telecommunications Equipment","https://www.nasdaq.com/symbol/jcom",
"JKHY","Jack Henry & Associates, Inc.","131.43","$10.14B","1985","Technology","EDP Services","https://www.nasdaq.com/symbol/jkhy",
"JACK","Jack In The Box Inc.","84.84","$2.19B","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/jack",,
"JAGX","Jaguar Health, Inc.","0.2432","$16.48M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/jagx",
"JAKK","JAKKS Pacific, Inc.","1.89","$55.13M","1996","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/jakk",
"JRVR","James River Group Holdings, Ltd.","40.03","$1.2B","2014","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/jrvr",
"JSML","Janus Henderson Small Cap Growth Alpha ETF","41.011","$8.28M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/jsml",,
"JSMD","Janus Henderson Small/Mid Cap Growth Alpha ETF","42.3233","$14.9M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/jsmd",,
"JASN","Jason Industries, Inc.","2.36","$64.65M","2013","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/jasn",
"JASNW","Jason Industries, Inc.","0.008","n/a","2013","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/jasnw",
"JAZZ","Jazz Pharmaceuticals plc","124.12","$7.49B","2007","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/jazz",,
"JD","JD.com, Inc.","24.28","$35.13B","2014","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/jd",
"JSYN","Jensyn Acquistion Corp.","10.05","$20.16M","2016","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/jsyn",,
"JSYNR","Jensyn Acquistion Corp.","0.13","n/a","2016","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/jsynr",,
"JSYNU","Jensyn Acquistion Corp.","12.25","n/a","2016","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/jsynu",,
"JSYNW","Jensyn Acquistion Corp.","0.0507","n/a","2016","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/jsynw",,
"JRSH","Jerash Holdings (US), Inc.","6.8441","$77.51M","2018","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/jrsh",
"JBLU","JetBlue Airways Corporation","18.26","$5.57B","2002","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/jblu",,
"JCTCF","Jewett-Cameron Trading Company","7.2","$30.38M","n/a","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/jctcf",,
"JMU","JMU Limited","0.7598","$62.27M","2015","Technology","EDP Services","https://www.nasdaq.com/symbol/jmu",,
"JBSS","John B. Sanfilippo & Son, Inc.","70.15","$798.78M","1991","Consumer Non-Durables","Specialty Foods","https://www.nasdaq.com/symbol/jbss",
"JOUT","Johnson Outdoors Inc.","61.85","$620.91M","n/a","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/jout",,
"JNCE","Jounce Therapeutics, Inc.","4.25","$138.98M","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/jnce",
